OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HORS 5,2025-313AM,2026-06-28T04:26:40.886016,15.24059744,.00090537,97.3940,253.9254,326.5443,33.5221,0,U,67283,999,2764,.24016608E-3,.5762E-4,0
LOBACHEVSKY (RS83S),2025-313AN,2026-06-28T11:09:15.922368,15.22992146,.00094723,97.3926,253.9765,326.8249,33.2393,0,U,67284,999,2767,.19839512E-3,.4598E-4,0
NASBSAT-2,2025-313AP,2026-06-28T14:16:10.441056,15.23838127,.00090098,97.3924,254.2463,327.0315,33.0359,0,U,67285,999,2770,.24009819E-3,.5722E-4,0
MULE 4T,2025-313AQ,2026-06-28T04:02:32.654400,15.24403643,.00083067,97.3939,253.9527,322.3946,37.6710,0,U,67286,999,2764,.33407752E-3,.8127E-4,0
LUCA (RS90S),2025-313AR,2026-06-28T03:27:22.566816,15.24721896,.00082288,97.3938,253.9845,324.2136,35.8550,0,U,67287,999,2764,.31610987E-3,.776E-4,0
2025-313AS,2025-313AS,2026-06-28T04:08:35.405664,15.23239007,.0010089,97.3929,253.7696,316.4585,43.5855,0,U,67288,999,2763,.21272084E-3,.4973E-4,0
NASBSAT-1,2025-313AT,2026-06-28T04:16:54.153984,15.26261497,.00077966,97.3939,254.2410,321.4015,38.6666,0,U,67289,999,2766,.449726E-3,.11599E-3,0
SAKHACUBE-CHOLBON (RS18S),2025-313AU,2026-06-28T10:42:45.269856,15.25082446,.00078858,97.3941,254.3410,322.1745,37.8938,0,U,67290,999,2769,.3580528E-3,.8895E-4,0
QMR-KWT-2 (RS95S),2025-313AV,2026-06-28T11:44:55.168224,15.26574893,.000742,97.3929,254.5831,318.2021,41.8650,0,U,67291,999,2771,.51069648E-3,.13308E-3,0
SITRO-AIS-64,2025-313AW,2026-06-28T04:07:30.320544,15.25184667,.00076141,97.3942,254.1070,322.8562,37.2148,0,U,67292,999,2765,.36130282E-3,.9004E-4,0
SCORPION (RS89S),2025-313AX,2026-06-28T10:48:14.302656,15.22890546,.00096128,97.3942,254.0359,314.1515,45.8930,0,U,67293,999,2767,.15761133E-3,.3627E-4,0
SITRO-AIS-63,2025-313AY,2026-06-27T18:33:48.296160,15.25227367,.00075362,97.3943,253.7321,324.8455,35.2285,0,U,67294,999,2759,.3716543E-3,.9276E-4,0
ZORKIY-2M-5,2025-313AZ,2026-06-28T11:37:05.528064,15.24314342,.00089335,97.3943,254.2952,311.2645,48.7823,0,U,67295,999,2769,.29134198E-3,.706E-4,0
SITRO-AIS-62,2025-313BA,2026-06-28T03:42:18.516672,15.25390196,.00073154,97.3948,254.1454,323.9829,36.0916,0,U,67296,999,2765,.41667311E-3,.1046E-3,0
SITRO-AIS-61,2025-313BB,2026-06-28T11:23:52.236096,15.25467837,.00070533,97.3951,254.4850,325.7149,34.3633,0,U,67297,999,2770,.38263718E-3,.9621E-4,0
2025-313BC,2025-313BC,2026-06-27T17:52:09.767136,15.53370916,.00095479,97.3860,256.4110,252.9716,107.0492,0,U,67298,999,2490,.15690073E-2,.100326E-2,0
2025-313BD,2025-313BD,2026-06-27T04:06:40.828896,15.56149973,.00077067,97.3789,256.0848,255.3592,104.6808,0,U,67299,999,2770,.34352662E-3,.23985E-3,0
TIANHUI 7,2025-314A,2026-06-26T17:41:58.806816,15.26045580,.00016529,97.4015,253.3075,241.1507,118.9566,0,U,67300,999,2724,.2425718E-3,.6173E-4,0
SHIJIAN-29A (SJ-29A),2025-315A,2026-06-28T11:56:45.199968,1.00271288,.00035904,3.4258,94.8442,23.6024,50.4766,0,U,67302,999,173,0,-.59E-6,0
CSG-3,2026-001A,2026-06-28T11:21:31.469760,14.82161119,.00014786,97.8889,2.9117,96.0994,264.0387,0,U,67304,999,2613,.45611141E-4,.311E-5,0
STARLINK-36490,2026-002A,2026-06-28T09:32:44.628000,15.27589918,.00016128,43.0052,59.7582,274.7094,85.3574,0,U,67305,999,2807,.53669143E-3,.1454E-3,0
STARLINK-36488,2026-002B,2026-06-28T15:18:07.553952,15.27560754,.00030231,43.0084,58.9830,254.7802,105.2715,0,U,67306,999,2804,-.32630059E-4,-.116E-4,0
STARLINK-36481,2026-002C,2026-06-28T08:41:08.720736,15.27589195,.00018859,43.0009,60.3533,269.2221,90.8415,0,U,67307,999,2800,.64847041E-3,.1763E-3,0
STARLINK-36449,2026-002D,2026-06-28T08:30:02.153376,15.27610829,.00026859,43.0010,60.2879,275.7088,84.3457,0,U,67308,999,2806,.97989353E-3,.26827E-3,0
STARLINK-36482,2026-002E,2026-06-27T22:59:33.243360,15.27594978,.0001552,42.9991,62.4750,276.4343,83.6331,0,U,67309,999,2794,.74735E-3,.2037E-3,0
STARLINK-36491,2026-002F,2026-06-27T23:31:00.693696,15.27583662,.0001688,43.0006,62.6502,266.1992,93.8667,0,U,67310,999,2794,.10963595E-2,.30034E-3,0
STARLINK-36495,2026-002G,2026-06-27T22:44:45.438432,15.27604149,.0001461,43.0025,62.3999,277.6410,82.4276,0,U,67311,999,2810,.98171E-3,.26871E-3,0
STARLINK-36485,2026-002H,2026-06-28T09:23:29.323968,15.27582527,.00018435,43.0044,59.7062,298.2462,61.8204,0,U,67312,999,2801,.68395596E-3,.18608E-3,0
STARLINK-36445,2026-002J,2026-06-28T15:23:40.525728,15.27588338,.00013902,43.0031,59.0112,267.3162,92.7531,0,U,67313,999,2820,.42952815E-3,.11579E-3,0
STARLINK-36476,2026-002K,2026-06-27T23:10:39.250848,15.27590697,.00011419,42.9983,62.5316,279.8037,80.2686,0,U,67314,999,2793,.65469386E-3,.17803E-3,0
STARLINK-36463,2026-002L,2026-06-27T22:41:03.092352,15.27592580,.0001811,43.0008,62.3770,275.8511,84.2134,0,U,67315,999,2800,.72772E-3,.19825E-3,0
STARLINK-36461,2026-002M,2026-06-28T09:34:34.967712,15.27606196,.00031467,43.0046,59.7651,277.2600,82.7894,0,U,67316,999,2817,.99578543E-3,.27265E-3,0
STARLINK-36450,2026-002N,2026-06-28T15:25:31.656000,15.27575190,.0001711,43.0026,59.0180,260.3007,99.7652,0,U,67317,999,2820,.22348948E-3,.5892E-4,0
STARLINK-36498,2026-002P,2026-06-28T08:42:59.514912,15.27600574,.00021262,43.0003,60.3599,273.7708,86.2901,0,U,67318,999,2806,.84683164E-3,.23129E-3,0
STARLINK-36470,2026-002Q,2026-06-28T08:48:32.732928,15.27590928,.00011877,42.9999,60.3913,275.9879,84.0838,0,U,67319,999,2806,.53497162E-3,.14493E-3,0
STARLINK-36500,2026-002R,2026-06-28T09:14:27.446496,15.27600107,.00009973,43.0029,60.5262,275.4825,84.5912,0,U,67320,999,2806,.60821554E-3,.16522E-3,0
STARLINK-36462,2026-002S,2026-06-28T08:57:47.613600,15.27605199,.00019112,43.0030,60.4384,278.4007,81.6628,0,U,67321,999,2800,.89360144E-3,.24429E-3,0
STARLINK-36434,2026-002T,2026-06-28T15:19:58.704960,15.27590004,.00018406,43.0009,58.9895,270.4536,89.6105,0,U,67322,999,2804,.89949745E-3,.2458E-3,0
STARLINK-36497,2026-002U,2026-06-28T08:31:53.194656,15.27597321,.00017516,42.9956,60.2940,281.2907,78.7748,0,U,67323,999,2806,.61424938E-3,.16688E-3,0
STARLINK-36471,2026-002V,2026-06-27T22:46:34.542624,15.27621677,.0001923,43.0025,62.4044,264.2036,95.8596,0,U,67324,999,2794,.81004E-3,.22124E-3,0
STARLINK-36473,2026-002W,2026-06-27T22:52:09.002208,15.27590233,.0001219,43.0015,62.4338,263.0218,97.0495,0,U,67325,999,2810,.63185E-3,.17171E-3,0
STARLINK-36430,2026-002X,2026-06-28T09:19:47.044416,15.27593242,.00015383,43.0041,59.6824,259.7234,100.3444,0,U,67326,999,2817,.45909256E-3,.12397E-3,0
STARLINK-36501,2026-002Y,2026-06-28T09:29:02.475456,15.27596431,.00017195,43.0046,59.7321,277.1586,82.9071,0,U,67327,999,2801,.71343368E-3,.19432E-3,0
STARLINK-36489,2026-002Z,2026-06-28T08:50:23.680896,15.27576702,.00011326,43.0036,60.3995,281.7134,78.3591,0,U,67328,999,2816,.74901468E-3,.20404E-3,0
STARLINK-36496,2026-002AA,2026-06-27T23:03:15.212736,15.27591861,.000082,42.9998,62.4920,255.9011,104.1749,0,U,67329,999,2792,.83076E-3,.22677E-3,0
STARLINK-36483,2026-002AB,2026-06-28T08:59:38.480352,15.27602560,.00022871,43.0011,60.4462,276.1233,83.9359,0,U,67330,999,2816,.62851991E-3,.17086E-3,0
STARLINK-36494,2026-002AC,2026-06-28T08:33:45.004032,15.27623387,.00018327,43.0003,60.3040,265.7135,94.3508,0,U,67331,999,2816,.92899341E-3,.25424E-3,0
STARLINK-36492,2026-002AD,2026-06-28T09:10:43.457952,15.27615126,.00014012,43.0032,60.5010,263.0996,96.9696,0,U,67332,999,2816,.49715706E-3,.13458E-3,0
STARLINK-36427,2026-002AE,2026-06-28T08:37:25.895136,15.27610358,.00029628,42.9996,60.3138,281.7303,78.3216,0,U,67333,999,2806,.88699069E-3,.2425E-3,0
STARLINK-35343,2026-003A,2026-06-28T03:06:06.347232,15.27604195,.0002161,43.0051,323.4158,274.9199,85.1406,0,U,67334,999,2571,.21273549E-3,.56E-4,0
STARLINK-36486,2026-003B,2026-06-28T02:34:40.116000,15.27587476,.00009604,43.0010,323.2483,293.0610,67.0140,0,U,67335,999,2571,.92134131E-3,.25183E-3,0
STARLINK-36480,2026-003C,2026-06-27T16:18:08.102016,15.27589253,.00020215,43.0027,326.0609,267.8681,92.1939,0,U,67336,999,2564,.67944956E-3,.18487E-3,0
STARLINK-36410,2026-003D,2026-06-28T02:08:58.383168,15.27593862,.00012533,43.0003,323.9831,281.8837,78.1874,0,U,67337,999,2570,.54552954E-3,.14786E-3,0
STARLINK-36413,2026-003E,2026-06-27T18:07:05.632320,15.27592443,.0001614,42.9989,325.7716,276.3023,83.7645,0,U,67338,999,2565,.42206563E-3,.11375E-3,0
STARLINK-36451,2026-003F,2026-06-28T15:44:55.462272,15.27602823,.0001034,43.0030,320.4905,259.0769,100.9966,0,U,67339,999,2579,.99121831E-3,.27133E-3,0
STARLINK-36339,2026-003G,2026-06-27T17:35:38.518944,15.27596476,.00014557,43.0028,325.6031,288.9901,71.0793,0,U,67340,999,2565,.73229374E-3,.19954E-3,0
STARLINK-36453,2026-003H,2026-06-28T02:55:00.097824,15.27607350,.00053197,43.0072,323.3560,265.5068,94.5176,0,U,67341,999,2571,.91307238E-3,.24977E-3,0
STARLINK-36432,2026-003J,2026-06-28T02:23:34.187136,15.27593431,.00008334,43.0000,323.1874,266.3985,93.6772,0,U,67342,999,2571,.46207428E-3,.1248E-3,0
STARLINK-36458,2026-003K,2026-06-28T02:45:46.501920,15.27585926,.00009908,43.0037,323.3059,287.8347,72.2397,0,U,67343,999,2571,.65779098E-3,.17886E-3,0
STARLINK-36422,2026-003L,2026-06-27T18:38:20.240160,15.27610126,.00015454,43.0025,325.0622,295.0107,65.0584,0,U,67344,999,2566,.42744001E-3,.11529E-3,0
STARLINK-35676,2026-003M,2026-06-28T02:40:12.756864,15.27605432,.00011431,43.0013,323.2763,280.3827,79.6895,0,U,67345,999,2571,.94336509E-3,.25808E-3,0
STARLINK-36472,2026-003N,2026-06-27T16:29:14.443872,15.27597952,.00016157,43.0012,326.1168,280.5701,79.4969,0,U,67346,999,2563,.86610927E-3,.23661E-3,0
STARLINK-36420,2026-003P,2026-06-27T19:22:44.834304,15.27600983,.00017119,43.0030,325.3010,279.3760,80.6898,0,U,67347,999,2566,.72295936E-3,.19698E-3,0
STARLINK-36467,2026-003Q,2026-06-27T16:19:59.220192,15.27605488,.00018046,43.0028,326.0658,286.7134,73.3520,0,U,67348,999,2564,.1030968E-2,.28239E-3,0
STARLINK-36457,2026-003R,2026-06-28T02:56:51.457920,15.27542161,.0001662,43.0062,323.3608,261.7882,98.2781,0,U,67349,999,2571,.77720528E-3,.21162E-3,0
STARLINK-36475,2026-003S,2026-06-27T18:45:44.369856,15.27586813,.0001363,43.0026,325.1016,276.7825,83.2871,0,U,67350,999,2566,.52006596E-3,.14079E-3,0
STARLINK-36478,2026-003T,2026-06-27T17:00:28.721664,15.27591413,.00010417,43.0030,325.4103,263.4179,96.6555,0,U,67351,999,2565,.68252393E-3,.18573E-3,0
STARLINK-36479,2026-003U,2026-06-28T02:16:10.130016,15.27586130,.00010948,43.0013,323.1470,276.1596,83.9131,0,U,67352,999,2571,.68337767E-3,.18594E-3,0
STARLINK-36474,2026-003V,2026-06-28T11:35:45.746304,15.27585081,.00017108,42.9984,321.7738,276.0062,84.0594,0,U,67353,999,2576,.48876063E-3,.13214E-3,0
STARLINK-36448,2026-003W,2026-06-28T03:07:58.437408,15.27594062,.00021298,43.0039,323.4207,269.8899,90.1709,0,U,67354,999,2571,.54324283E-3,.14723E-3,0
STARLINK-36477,2026-003X,2026-06-28T02:05:16.537344,15.27590169,.00010079,42.9989,323.9586,296.0659,64.0089,0,U,67355,999,2570,.95064642E-3,.25998E-3,0
STARLINK-36429,2026-003Y,2026-06-27T18:08:56.760864,15.27594071,.00011214,43.0002,325.7749,270.8369,89.2354,0,U,67356,999,2565,.77582382E-3,.21157E-3,0
STARLINK-36456,2026-003Z,2026-06-28T03:02:24.792576,15.27604244,.00040219,43.0080,323.3895,264.8138,95.2255,0,U,67357,999,2571,.11305588E-2,.31007E-3,0
STARLINK-36466,2026-003AA,2026-06-28T02:30:57.651552,15.27602799,.00010701,43.0027,323.2228,283.1803,76.8929,0,U,67358,999,2571,.61994081E-3,.16848E-3,0
STARLINK-36499,2026-003AB,2026-06-28T02:12:40.461408,15.27597075,.00011661,43.0000,323.9971,293.9843,66.0886,0,U,67359,999,2570,.55335684E-3,.15004E-3,0
STARLINK-36469,2026-003AC,2026-06-28T02:07:07.500000,15.27589661,.0001054,42.9989,323.9666,293.5910,66.4831,0,U,67360,999,2570,.9682395E-3,.26485E-3,0
STARLINK-35306,2026-003AD,2026-06-28T02:53:10.242816,15.27591346,.00012583,43.0015,323.3418,279.4539,80.6170,0,U,67361,999,2571,.81149025E-3,.22143E-3,0
STARLINK-36428,2026-003AE,2026-06-28T02:49:28.504992,15.27585448,.00006926,43.0019,323.3208,282.8041,77.2733,0,U,67362,999,2571,.77087858E-3,.21015E-3,0
LEMUR-2 FIKRETDENGIZ,2026-004A,2026-06-28T13:31:10.332192,14.88405234,.00105835,97.8013,177.9466,101.0747,259.1660,0,U,67363,999,2497,.37980331E-3,.347E-4,0
TWILIGHT-1 OBJECT B,2026-004B,2026-06-28T12:36:35.509536,14.87740088,.0010284,97.8064,177.9195,92.5199,267.7195,0,U,67364,999,2497,.20346102E-3,.1802E-4,0
LEMUR-2-MARIO-SOUSA,2026-004C,2026-06-28T13:05:27.877920,14.88601716,.00102127,97.7985,177.9247,102.3225,257.9136,0,U,67365,999,2498,.48550019E-3,.4473E-4,0
LEMUR-2 CALLUM-K-J,2026-004D,2026-06-28T13:29:11.348160,14.88344676,.00106226,97.8012,177.9512,97.6850,262.5573,0,U,67366,999,2498,.44716654E-3,.4089E-4,0
LEMUR-2-SONNENBLUME,2026-004E,2026-06-28T11:28:40.212480,14.88373226,.00096922,97.7984,177.8387,103.8421,256.3874,0,U,67367,999,2497,.33794085E-3,.3078E-4,0
LEMUR-2-WOBLER,2026-004F,2026-06-28T12:53:48.431904,14.88590499,.00100172,97.8036,178.0306,94.9635,265.2726,0,U,67368,999,2498,.40810002E-3,.3749E-4,0
BLACKCAT,2026-004G,2026-06-28T12:30:25.307136,14.87695085,.00088212,97.7981,177.7720,104.0347,256.1851,0,U,67369,999,2497,.18666902E-3,.1647E-4,0
LEMUR-2-GRAM-E-SUE,2026-004H,2026-06-28T12:40:58.486944,14.88518459,.00087843,97.7970,177.9039,105.2375,254.9814,0,U,67370,999,2498,.25648802E-3,.2331E-4,0
UMBRA-12,2026-004J,2026-06-28T12:41:03.505056,14.89405472,.00079365,97.8007,178.1411,95.1783,265.0340,0,U,67371,999,2499,.43926581E-3,.4122E-4,0
ICEYE-X63,2026-004K,2026-06-28T13:52:53.323680,14.88320258,.00058723,97.8001,178.0395,91.7420,268.4470,0,U,67372,999,2499,.10598633E-3,.926E-5,0
ICEYE-X64,2026-004L,2026-06-28T11:43:28.893504,14.87948208,.00075862,97.8017,177.8772,97.2374,262.9705,0,U,67373,999,2497,.14165539E-3,.1244E-4,0
AETHER-3,2026-004M,2026-06-28T14:12:02.231136,14.88029931,.00055635,97.8002,178.0191,92.8721,267.3133,0,U,67374,999,2499,.81921492E-4,.698E-5,0
AETHER-4,2026-004N,2026-06-28T13:23:43.847232,14.86317222,.00022584,97.8037,177.9836,133.4407,226.6997,0,U,67375,999,2498,.8250065E-4,.673E-5,0
AETHER-5,2026-004P,2026-06-28T14:12:44.420256,14.86287311,.00047979,97.8037,177.9340,96.1886,263.9877,0,U,67376,999,2498,.80686878E-4,.657E-5,0
AETHER-6,2026-004Q,2026-06-28T15:20:40.298784,14.86296332,.00043161,97.8039,178.0303,99.5505,260.6198,0,U,67377,999,2498,.82010769E-4,.668E-5,0
AETHER-7,2026-004R,2026-06-28T12:55:03.508320,14.86302610,.00046068,97.8009,177.7964,92.2917,267.8826,0,U,67378,999,2496,.7862312E-4,.639E-5,0
AETHER-8,2026-004S,2026-06-28T14:02:56.070816,14.86296617,.00031887,97.8014,177.8988,116.9914,243.1628,0,U,67379,999,2497,.80633932E-4,.656E-5,0
AETHER-9,2026-004T,2026-06-28T13:53:08.947392,14.86299444,.00023918,97.8006,177.8911,131.6583,228.4837,0,U,67380,999,2497,.84279767E-4,.689E-5,0
AETHER-10,2026-004U,2026-06-28T13:14:27.407040,14.86285908,.00028825,97.8042,178.0012,108.7131,251.4398,0,U,67381,999,2497,.78891577E-4,.641E-5,0
AETHER-11,2026-004V,2026-06-28T13:04:38.743968,14.86314913,.00018527,97.8033,177.9916,130.0258,230.1120,0,U,67382,999,2497,.78860141E-4,.641E-5,0
AETHER-12,2026-004W,2026-06-28T14:22:22.734336,14.86300404,.00050856,97.8009,177.8727,88.9246,271.2553,0,U,67383,999,2497,.81052551E-4,.66E-5,0
CAPELLA-19 (ACADIA-9),2026-004X,2026-06-28T13:46:12.735264,14.86633084,.00014324,97.7992,177.7432,93.0077,267.1303,0,U,67384,999,2496,.48152721E-3,.4221E-4,0
CAPELLA-18 (ACADIA-8),2026-004Y,2026-06-28T14:00:41.213376,14.86637847,.00015464,97.7971,177.9080,101.5725,258.5664,0,U,67385,999,2497,.50412216E-3,.4422E-4,0
TWILIGHT-1 OBJECT Z,2026-004Z,2026-06-28T12:41:14.623008,14.88885903,.00045069,97.7996,178.0991,89.1422,271.0311,0,U,67386,999,2498,.21351461E-3,.1948E-4,0
LEMUR-2-KATIE,2026-004AA,2026-06-28T13:41:57.945984,14.90116313,.00046437,97.8033,178.4421,69.3805,290.7911,0,U,67387,999,2500,.27646063E-3,.2619E-4,0
LEMUR-2-HCS-BAZUS,2026-004AB,2026-06-28T13:40:10.243200,14.90177651,.00040885,97.8020,178.4206,67.8434,292.3217,0,U,67388,999,2500,.45115439E-3,.4316E-4,0
HYDRA-2,2026-004AC,2026-06-28T12:44:56.162976,15.18692318,.00016115,97.4576,178.4419,328.4501,31.6637,0,U,67389,999,2547,.32102885E-3,.6592E-4,0
CONNECTA IOT-16,2026-004AD,2026-06-28T12:27:55.257984,15.17941336,.00025037,97.4581,178.3072,326.8933,33.2144,0,U,67390,999,2546,.1373486E-3,.272E-4,0
FLAMINGO-1,2026-004AE,2026-06-28T13:30:15.162336,15.17663334,.00041202,97.4544,178.3027,296.5047,63.5764,0,U,67391,999,2547,.1093964E-3,.2136E-4,0
HAWK-13A,2026-004AF,2026-06-28T14:08:53.984544,15.19234174,.00037654,97.4429,178.2972,303.7109,56.3766,0,U,67392,999,2549,.19800445E-3,.4103E-4,0
HAWK-13C,2026-004AG,2026-06-28T14:08:41.540352,15.19234289,.00037338,97.4577,178.6895,308.7361,51.3539,0,U,67393,999,2549,.19249368E-3,.3987E-4,0
TWILIGHT-1 OBJECT AH,2026-004AH,2026-06-28T13:18:17.610336,15.19521594,.00070202,97.4487,178.4956,303.3138,56.7424,0,U,67394,999,2549,.19723066E-3,.4123E-4,0
PANDORA,2026-004AJ,2026-06-28T12:49:14.308896,14.88092057,.00068578,97.8038,178.0153,91.4699,268.7304,0,U,67395,999,2496,.10214561E-3,.885E-5,0
HAWK-13B,2026-004AK,2026-06-28T14:08:33.157824,15.19233933,.00049598,97.4516,178.5257,303.0018,57.0740,0,U,67396,999,2549,.19061696E-3,.3948E-4,0
CARBSAR,2026-004AL,2026-06-28T13:37:35.046336,15.19718416,.00038269,97.4532,178.5973,308.3501,51.7390,0,U,67397,999,2549,.3167891E-3,.6702E-4,0
TOMORROW-S10,2026-004AM,2026-06-28T12:19:36.386976,15.19587997,.00046418,97.4571,178.5958,318.3020,41.7860,0,U,67398,999,2548,.3725651E-3,.7865E-4,0
TOMORROW-S11,2026-004AN,2026-06-28T13:14:19.198176,15.19628728,.00057376,97.4560,178.6740,314.7726,45.3042,0,U,67399,999,2549,.22204494E-3,.4664E-4,0
CONNECTA IOT-13,2026-004AP,2026-06-28T11:25:00.334848,15.18021581,.00072827,97.4558,178.3132,320.6818,39.3887,0,U,67400,999,2546,.1481397E-3,.2947E-4,0
CONNECTA IOT-14,2026-004AQ,2026-06-28T11:22:44.335200,15.18579222,.00080942,97.4505,178.3429,307.6557,52.3942,0,U,67401,999,2547,.14625009E-3,.2957E-4,0
CONNECTA IOT-15,2026-004AR,2026-06-28T13:02:30.444288,15.17784865,.00017355,97.4562,178.2322,311.6977,48.4108,0,U,67402,999,2545,.14667356E-3,.2896E-4,0
SHIJIAN-29B (SJ-29B),2025-315C,2026-06-28T11:56:45.199968,1.00271218,.00046095,3.4247,94.8371,37.6670,36.4528,0,U,67403,999,180,0,-.59E-6,0
STARLINK-36484,2026-005A,2026-06-28T11:29:56.919264,15.27589332,.00012579,43.0018,332.0219,251.8365,108.2350,0,U,67404,999,2564,.21956102E-3,.5786E-4,0
STARLINK-36452,2026-005B,2026-06-28T03:31:46.370208,15.27581220,.00003615,42.9996,333.8246,50.4261,309.6622,0,U,67405,999,2559,.31058658E-3,.8295E-4,0
STARLINK-36409,2026-005C,2026-06-28T02:51:16.019424,15.27588215,.00011284,42.9994,334.4795,289.2431,70.8298,0,U,67406,999,2558,.73479506E-3,.20018E-3,0
STARLINK-36510,2026-005D,2026-06-28T12:06:57.217824,15.27592979,.00017111,43.0016,332.2117,265.0689,94.9967,0,U,67407,999,2564,.77371021E-3,.21098E-3,0
STARLINK-36509,2026-005E,2026-06-28T11:44:44.452896,15.27582738,.0003272,43.0040,332.0975,288.2217,71.8278,0,U,67408,999,2563,.47140717E-3,.12734E-3,0
STARLINK-36507,2026-005F,2026-06-28T03:02:22.013952,15.27589037,.00010291,43.0008,334.5329,297.5987,62.4760,0,U,67409,999,2558,.10240578E-2,.28033E-3,0
STARLINK-36508,2026-005G,2026-06-27T19:26:23.605152,15.27594730,.00016243,43.0026,336.4608,270.9868,89.0797,0,U,67410,999,2553,.11247187E-2,.30831E-3,0
STARLINK-36503,2026-005H,2026-06-28T11:50:17.967264,15.27594264,.00016951,43.0025,332.1195,267.8289,92.2369,0,U,67411,999,2564,.67913801E-3,.18481E-3,0
STARLINK-36446,2026-005J,2026-06-27T21:52:08.813568,15.27593635,.00015846,43.0013,335.4947,264.9025,95.1646,0,U,67412,999,2555,.61645231E-3,.16747E-3,0
STARLINK-36442,2026-005K,2026-06-28T11:33:39.746592,15.27611874,.00020959,43.0010,332.0344,257.7814,102.2803,0,U,67413,999,2564,.88478981E-3,.24189E-3,0
STARLINK-36506,2026-005L,2026-06-28T11:41:02.198400,15.27590700,.00016813,43.0021,332.0686,249.1483,110.9188,0,U,67414,999,2564,.20291031E-3,.5327E-4,0
STARLINK-36468,2026-005M,2026-06-28T03:13:28.442208,15.27596313,.00006757,42.9986,334.5894,292.6029,67.4752,0,U,67415,999,2558,.45484282E-3,.12281E-3,0
STARLINK-36487,2026-005N,2026-06-28T03:06:03.620448,15.27594242,.00007959,43.0049,334.5521,282.0399,78.0364,0,U,67416,999,2558,.74668233E-3,.2035E-3,0
STARLINK-36374,2026-005P,2026-06-28T02:47:34.012032,15.27596518,.00011783,43.0000,334.4543,273.6372,86.4345,0,U,67417,999,2558,.5836049E-3,.1584E-3,0
STARLINK-36455,2026-005Q,2026-06-28T12:01:23.954016,15.27597969,.0001964,42.9986,332.1736,270.8292,89.2334,0,U,67418,999,2564,.53152424E-3,.14401E-3,0
STARLINK-36424,2026-005R,2026-06-28T11:39:11.551104,15.27594724,.0001695,43.0034,332.0638,258.8223,101.2438,0,U,67419,999,2564,.54478162E-3,.14766E-3,0
STARLINK-35564,2026-005S,2026-06-27T18:53:05.246592,15.27598706,.00014388,43.0003,336.2793,281.1159,78.9531,0,U,67420,999,2553,.77268338E-3,.21073E-3,0
STARLINK-36431,2026-005T,2026-06-28T03:11:37.271328,15.27605093,.00008467,43.0005,334.5817,289.5314,70.5446,0,U,67421,999,2558,.47610998E-3,.12872E-3,0
STARLINK-36418,2026-005U,2026-06-28T11:28:06.633984,15.27569975,.0001098,43.0028,332.0057,254.6762,105.3968,0,U,67422,999,2564,.61589591E-3,.16719E-3,0
STARLINK-36465,2026-005V,2026-06-28T03:00:31.123008,15.27596007,.00020322,42.9969,334.5248,283.0206,77.0419,0,U,67423,999,2558,.63770954E-3,.17336E-3,0
STARLINK-36362,2026-005W,2026-06-27T21:57:41.782752,15.27601120,.00014813,43.0002,335.5203,270.5658,89.5024,0,U,67424,999,2555,.77142743E-3,.2104E-3,0
STARLINK-36447,2026-005X,2026-06-28T11:53:59.997984,15.27605607,.00017232,43.0004,332.1410,272.3768,87.6886,0,U,67425,999,2564,.6582719E-3,.1791E-3,0
STARLINK-36146,2026-005Y,2026-06-28T03:19:01.331904,15.27601936,.00021253,43.0012,334.6180,266.6029,93.4580,0,U,67426,999,2557,.88704743E-3,.24245E-3,0
STARLINK-36459,2026-005Z,2026-06-28T03:07:56.550432,15.27565371,.00022409,42.9973,334.5577,274.7819,85.2777,0,U,67427,999,2557,.68344839E-3,.18584E-3,0
STARLINK-36464,2026-005AA,2026-06-28T11:55:51.047040,15.27599880,.00020002,43.0008,332.1435,278.0866,81.9759,0,U,67428,999,2563,.52961636E-3,.14349E-3,0
STARLINK-36513,2026-005AB,2026-06-27T16:56:43.733472,15.27592306,.00018034,43.0041,336.5295,279.9829,80.0819,0,U,67429,999,2551,.68222069E-3,.18565E-3,0
STARLINK-36515,2026-005AC,2026-06-28T02:53:06.895680,15.27587311,.0001073,42.9997,334.4820,293.9474,66.1265,0,U,67430,999,2557,.78012264E-3,.21272E-3,0
STARLINK-36443,2026-005AD,2026-06-28T11:35:29.445216,15.27593204,.00014699,43.0023,332.0374,261.9192,98.1493,0,U,67431,999,2564,.44307244E-3,.11955E-3,0
STARLINK-36460,2026-005AE,2026-06-28T03:22:43.130208,15.27594483,.0000864,43.0023,334.6313,286.4114,73.6643,0,U,67432,999,2557,.56401031E-3,.15297E-3,0
YAOGAN-50 01,2026-006A,2026-06-28T10:52:53.459328,13.83240975,.0001007,142.0380,270.2051,274.2822,85.7782,0,U,67433,999,2299,.14541462E-3,.349E-5,0
